"task","checkpoint_hash","reset_seed","source_policy","boundary","pulse_direction","condition","screening_or_test","block","draw","native_success","termination_reason","remaining_horizon","actual_steps","snapshot_id","pulse_id","actual_action_delta"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","sham","pulse","","-1","0","pulse_complete","316","4","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","perturbed","pulse","","-1","0","pulse_complete","316","4","square-seed920001-bc-b20","square-seed920001-bc-b20","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_sham","screening","","0","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_sham","screening","","1","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_sham","screening","","2","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_sham","screening","","3","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_perturbed","screening","","0","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_perturbed","screening","","1","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_perturbed","screening","","2","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920001","bc","20","+x","bc_perturbed","screening","","3","0","episode_horizon","0","316","square-seed920001-bc-b20","square-seed920001-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","sham","pulse","","-1","0","pulse_complete","236","4","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","perturbed","pulse","","-1","0","pulse_complete","236","4","square-seed920002-bc-b40","square-seed920002-bc-b40","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_sham","screening","","0","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_sham","screening","","1","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_sham","screening","","2","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_sham","screening","","3","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_perturbed","screening","","0","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_perturbed","screening","","1","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_perturbed","screening","","2","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920002","bc","40","-x","bc_perturbed","screening","","3","0","episode_horizon","0","236","square-seed920002-bc-b40","square-seed920002-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","sham","pulse","","-1","0","pulse_complete","316","4","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","perturbed","pulse","","-1","0","pulse_complete","316","4","square-seed920003-bc-b20","square-seed920003-bc-b20","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_sham","screening","","0","0","episode_horizon","0","316","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_sham","screening","","1","1","native_success","180","136","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_sham","screening","","2","1","native_success","164","152","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_sham","screening","","3","0","episode_horizon","0","316","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_perturbed","screening","","0","0","episode_horizon","0","316","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_perturbed","screening","","1","1","native_success","188","128","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_perturbed","screening","","2","0","episode_horizon","0","316","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920003","bc","20","+y","bc_perturbed","screening","","3","1","native_success","172","144","square-seed920003-bc-b20","square-seed920003-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","sham","pulse","","-1","0","pulse_complete","236","4","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","perturbed","pulse","","-1","0","pulse_complete","236","4","square-seed920004-bc-b40","square-seed920004-bc-b40","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_sham","screening","","0","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_sham","screening","","1","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_sham","screening","","2","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_sham","screening","","3","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_perturbed","screening","","0","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_perturbed","screening","","1","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_perturbed","screening","","2","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920004","bc","40","-y","bc_perturbed","screening","","3","0","episode_horizon","0","236","square-seed920004-bc-b40","square-seed920004-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","sham","pulse","","-1","0","pulse_complete","316","4","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","perturbed","pulse","","-1","0","pulse_complete","316","4","square-seed920005-bc-b20","square-seed920005-bc-b20","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_sham","screening","","0","1","native_success","44","272","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_sham","screening","","1","1","native_success","132","184","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_sham","screening","","2","0","episode_horizon","0","316","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_sham","screening","","3","1","native_success","140","176","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_perturbed","screening","","0","1","native_success","140","176","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_perturbed","screening","","1","1","native_success","116","200","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_perturbed","screening","","2","1","native_success","96","220","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920005","bc","20","+x","bc_perturbed","screening","","3","1","native_success","208","108","square-seed920005-bc-b20","square-seed920005-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","","parent","parent","","-1","1","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","sham","pulse","","-1","0","pulse_complete","236","4","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","perturbed","pulse","","-1","0","pulse_complete","236","4","square-seed920006-bc-b40","square-seed920006-bc-b40","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_sham","screening","","0","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_sham","screening","","1","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_sham","screening","","2","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_sham","screening","","3","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_perturbed","screening","","0","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_perturbed","screening","","1","1","native_success","124","112","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_perturbed","screening","","2","1","native_success","96","140","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920006","bc","40","-x","bc_perturbed","screening","","3","0","episode_horizon","0","236","square-seed920006-bc-b40","square-seed920006-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","sham","pulse","","-1","0","pulse_complete","316","4","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","perturbed","pulse","","-1","0","pulse_complete","316","4","square-seed920007-bc-b20","square-seed920007-bc-b20","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_sham","screening","","0","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_sham","screening","","1","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_sham","screening","","2","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_sham","screening","","3","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_perturbed","screening","","0","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_perturbed","screening","","1","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_perturbed","screening","","2","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920007","bc","20","+y","bc_perturbed","screening","","3","0","episode_horizon","0","316","square-seed920007-bc-b20","square-seed920007-bc-b20","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920008","bc","40","","parent","parent","","-1","0","horizon_or_natural_termination","0","400","","","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920008","bc","40","-y","sham","pulse","","-1","0","pulse_complete","236","4","square-seed920008-bc-b40","square-seed920008-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920008","bc","40","-y","perturbed","pulse","","-1","0","pulse_complete","236","4","square-seed920008-bc-b40","square-seed920008-bc-b40","0.25"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920008","bc","40","-y","bc_sham","screening","","0","0","episode_horizon","0","236","square-seed920008-bc-b40","square-seed920008-bc-b40","0.0"
"square","c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3","920008","bc","40","-y","bc_sham","screening","","1","0","episode_horizon","0","236","square-seed920008-bc-b40","square-seed920008-bc-b40","0.0"
